=== Perf spikes (ms) ===
[   524,5s f37267] HutIncome: 26,0 ms huts 72
[   524,5s f37268] FRAME: 51,5 ms gc0+0 gc1+0 gc2+0
[   524,5s f37269] FRAME: 55,0 ms gc0+0 gc1+0 gc2+0
[   524,6s f37271] FRAME: 55,7 ms gc0+0 gc1+0 gc2+0
[   524,7s f37272] FRAME: 72,4 ms gc0+0 gc1+0 gc2+0
[   524,8s f37274] AIThink: 22,5 ms brains 2
[   524,8s f37275] FRAME: 55,7 ms gc0+0 gc1+0 gc2+0
[   525,2s f37285] AIThink: 20,0 ms brains 1
[   525,2s f37286] FRAME: 68,0 ms gc0+0 gc1+0 gc2+0
[   526,2s f37325] VeilPulse: 5,4 ms 
[   526,2s f37326] FRAME: 59,9 ms gc0+0 gc1+0 gc2+0
[   526,3s f37327] FRAME: 74,3 ms gc0+0 gc1+0 gc2+0
[   526,3s f37328] FRAME: 55,3 ms gc0+1 gc1+1 gc2+1
[   526,4s f37329] FRAME: 54,8 ms gc0+0 gc1+0 gc2+0
[   526,5s f37330] HutIncome: 25,5 ms huts 72
[   526,5s f37331] FRAME: 50,0 ms gc0+0 gc1+0 gc2+0
[   526,6s f37333] AIThink: 11,5 ms brains 1
[   527,2s f37359] AIThink: 10,6 ms brains 1
[   527,2s f37360] FRAME: 56,2 ms gc0+0 gc1+0 gc2+0
[   528,5s f37410] HutIncome: 20,9 ms huts 72
[   528,7s f37418] AIThink: 12,7 ms brains 2
[   529,6s f37448] AIThink: 12,0 ms brains 1
[   530,5s f37484] HutIncome: 22,5 ms huts 72
[   530,9s f37500] AIThink: 10,7 ms brains 1
[   531,9s f37543] AIThink: 9,8 ms brains 1
[   532,5s f37566] HutIncome: 21,3 ms huts 72
[   532,6s f37567] FRAME: 54,1 ms gc0+0 gc1+0 gc2+0
[   533,0s f37586] AIThink: 9,8 ms brains 1
[   533,8s f37613] AIThink: 10,6 ms brains 1
[   534,4s f37635] AIThink: 12,3 ms brains 1
[   534,5s f37642] HutIncome: 18,7 ms huts 72
[   535,2s f37670] AIThink: 9,9 ms brains 1
[   535,9s f37699] FRAME: 52,7 ms gc0+0 gc1+0 gc2+0
[   536,0s f37701] AIThink: 11,6 ms brains 1
[   536,5s f37720] HutIncome: 23,2 ms huts 72
[   536,7s f37727] AIThink: 11,4 ms brains 1
[   537,2s f37743] FRAME: 53,3 ms gc0+0 gc1+0 gc2+0
[   537,4s f37749] AIThink: 12,4 ms brains 1
[   537,4s f37750] FRAME: 52,8 ms gc0+0 gc1+0 gc2+0
[   538,2s f37781] AIThink: 10,8 ms brains 1
[   538,6s f37794] HutIncome: 20,8 ms huts 72
[   538,6s f37795] FRAME: 58,7 ms gc0+0 gc1+0 gc2+0
[   539,1s f37813] AIThink: 10,9 ms brains 1
[   539,5s f37829] AIThink: 10,3 ms brains 1
[   540,5s f37863] AIThink: 10,6 ms brains 1
[   540,6s f37866] HutIncome: 19,3 ms huts 72
[   541,7s f37921] AIThink: 9,8 ms brains 1
[   541,8s f37923] FRAME: 53,8 ms gc0+0 gc1+0 gc2+0
[   541,8s f37924] FRAME: 52,7 ms gc0+0 gc1+0 gc2+0
[   541,9s f37925] FRAME: 53,3 ms gc0+0 gc1+0 gc2+0
[   541,9s f37926] FRAME: 53,2 ms gc0+0 gc1+0 gc2+0
[   542,0s f37927] FRAME: 53,4 ms gc0+0 gc1+0 gc2+0
[   542,0s f37928] FRAME: 52,9 ms gc0+0 gc1+0 gc2+0
[   542,1s f37929] FRAME: 53,0 ms gc0+0 gc1+0 gc2+0
[   542,6s f37943] HutIncome: 15,8 ms huts 72
[   542,7s f37948] AIThink: 7,6 ms brains 1
[   543,9s f38004] AIThink: 8,1 ms brains 1
[   544,6s f38031] HutIncome: 22,4 ms huts 72
[   544,6s f38032] FRAME: 61,9 ms gc0+0 gc1+0 gc2+0
[   544,7s f38033] FRAME: 57,1 ms gc0+0 gc1+0 gc2+0
[   544,9s f38041] AIThink: 9,9 ms brains 1
[   546,0s f38089] AIThink: 10,4 ms brains 2
[   546,6s f38114] HutIncome: 21,9 ms huts 72
[   547,1s f38135] FRAME: 54,6 ms gc0+0 gc1+0 gc2+0
[   547,2s f38136] AIThink: 11,9 ms brains 2
[   547,4s f38142] FRAME: 50,2 ms gc0+0 gc1+0 gc2+0
[   548,2s f38167] FRAME: 51,1 ms gc0+0 gc1+0 gc2+0
[   548,2s f38167] AIThink: 10,7 ms brains 1
[   548,6s f38183] HutIncome: 18,2 ms huts 72
[   548,6s f38184] AIThink: 11,1 ms brains 1
[   549,4s f38216] AIThink: 9,6 ms brains 1
[   550,4s f38257] AIThink: 8,7 ms brains 1
[   550,6s f38268] HutIncome: 20,0 ms huts 72
[   551,0s f38285] AIThink: 9,9 ms brains 1
[   551,6s f38314] AIThink: 9,2 ms brains 1
[   552,2s f38339] FRAME: 52,8 ms gc0+0 gc1+0 gc2+0
[   552,3s f38340] FRAME: 53,6 ms gc0+0 gc1+0 gc2+0
[   552,3s f38341] FRAME: 50,3 ms gc0+0 gc1+0 gc2+0
[   552,5s f38346] AIThink: 8,5 ms brains 1
[   552,6s f38348] HutIncome: 18,3 ms huts 72
[   553,4s f38380] AIThink: 8,7 ms brains 1
